order_id,timestamp,city,restaurant_id,cuisine,order_value,delivery_time_min,surge_applied
ORD135581,2025-02-11T12:50:00,Delhi,R0162,Desserts,499,43,1
ORD102837,2025-02-11T12:53:00,Kolkata,R0619,Chinese,116,28,0
ORD139260,2025-02-11T12:57:00,Hyderabad,R0658,Desserts,186,23,0
ORD139540,2025-02-11T12:57:00,Chennai,R0430,Fast Food,129,31,0
ORD129759,2025-02-11T12:59:00,Delhi,R0663,Fast Food,519,53,0
ORD138481,2025-02-11T13:02:00,Kolkata,R0457,Italian,203,36,0
ORD106579,2025-02-11T13:03:00,Delhi,R0493,Fast Food,79,34,0
ORD106158,2025-02-11T13:04:00,Pune,R0179,North Indian,349,21,1
ORD107583,2025-02-11T13:07:00,Mumbai,R0009,Street Food,136,43,0
ORD139045,2025-02-11T13:08:00,Delhi,R0201,Biryani,149,41,0
ORD109661,2025-02-11T13:09:00,Hyderabad,R0511,North Indian,138,25,0
ORD143210,2025-02-11T13:10:00,Mumbai,R0076,Fast Food,186,14,0
ORD140289,2025-02-11T13:11:00,Mumbai,R0269,Fast Food,348,59,0
ORD101754,2025-02-11T13:11:00,Hyderabad,R0306,Chinese,417,53,0
ORD123719,2025-02-11T13:12:00,Bangalore,R0364,Fast Food,282,30,0
ORD130794,2025-02-11T13:13:00,Pune,R0047,North Indian,726,30,0
ORD117158,2025-02-11T13:15:00,Chennai,R0615,Chinese,235,35,0
ORD112105,2025-02-11T13:16:00,Hyderabad,R0603,Fast Food,132,27,1
ORD144567,2025-02-11T13:17:00,Kolkata,R0760,Biryani,341,16,0
ORD110919,2025-02-11T13:20:00,Bangalore,R0247,Biryani,385,26,1
ORD119439,2025-02-11T13:20:00,Mumbai,R0711,Fast Food,538,64,0
ORD121669,2025-02-11T13:20:00,Kolkata,R0783,Italian,290,36,0
ORD135363,2025-02-11T13:21:00,Kolkata,R0284,Continental,539,23,0
ORD136407,2025-02-11T13:21:00,Pune,R0273,Continental,239,34,0
ORD103646,2025-02-11T13:21:00,Bangalore,R0772,Italian,111,38,0
ORD116383,2025-02-11T13:22:00,Delhi,R0675,Italian,336,34,1
ORD101019,2025-02-11T13:24:00,Mumbai,R0710,Desserts,583,48,1
ORD119608,2025-02-11T13:24:00,Kolkata,R0774,North Indian,410,28,0
ORD142901,2025-02-11T13:25:00,Pune,R0725,Biryani,470,47,1
ORD107337,2025-02-11T13:27:00,Bangalore,R0109,Biryani,430,53,0
ORD130765,2025-02-11T13:27:00,Bangalore,R0739,Desserts,394,30,0
ORD112491,2025-02-11T13:29:00,Delhi,R0383,Continental,335,34,1
ORD126695,2025-02-11T13:30:00,Bangalore,R0029,Italian,141,43,0
ORD124734,2025-02-11T13:32:00,Chennai,R0358,Biryani,116,24,0
ORD149183,2025-02-11T13:36:00,Hyderabad,R0696,Italian,313,34,0
ORD120463,2025-02-11T13:36:00,Delhi,R0014,Chinese,141,41,0
ORD115574,2025-02-11T13:37:00,Bangalore,R0485,Street Food,204,31,1
ORD147430,2025-02-11T13:38:00,Kolkata,R0695,Italian,367,37,0
ORD145759,2025-02-11T13:39:00,Pune,R0195,South Indian,311,46,0
ORD119447,2025-02-11T13:41:00,Bangalore,R0098,North Indian,158,31,0
ORD109006,2025-02-11T13:42:00,Delhi,R0707,Fast Food,507,59,0
ORD138596,2025-02-11T13:43:00,Mumbai,R0686,Continental,369,33,0
ORD136787,2025-02-11T13:45:00,Pune,R0130,Desserts,93,56,0
ORD125341,2025-02-11T13:45:00,Mumbai,R0052,Desserts,508,29,0
ORD109951,2025-02-11T13:45:00,Pune,R0617,Fast Food,250,30,0
ORD109212,2025-02-11T13:49:00,Pune,R0074,Italian,151,19,0
ORD140613,2025-02-11T13:51:00,Chennai,R0498,Chinese,444,21,0
ORD139908,2025-02-11T13:57:00,Delhi,R0361,South Indian,360,26,0
ORD123574,2025-02-11T14:01:00,Bangalore,R0310,Italian,158,48,1
ORD106268,2025-02-11T14:01:00,Hyderabad,R0753,Street Food,396,35,0
ORD140279,2025-02-11T14:03:00,Pune,R0352,Biryani,340,34,0
ORD104022,2025-02-11T14:05:00,Pune,R0465,North Indian,368,27,0
ORD129860,2025-02-11T14:05:00,Mumbai,R0591,Biryani,274,49,0
ORD118339,2025-02-11T14:06:00,Chennai,R0673,South Indian,128,23,0
ORD135884,2025-02-11T14:06:00,Hyderabad,R0029,North Indian,297,37,0
ORD113090,2025-02-11T14:07:00,Chennai,R0250,Biryani,340,43,0
ORD132508,2025-02-11T14:07:00,Chennai,R0764,Fast Food,236,48,0
ORD145982,2025-02-11T14:09:00,Bangalore,R0774,Fast Food,338,47,0
ORD112101,2025-02-11T14:10:00,Pune,R0079,Fast Food,219,25,0
ORD124526,2025-02-11T14:10:00,Delhi,R0051,Fast Food,334,27,0
ORD101447,2025-02-11T14:14:00,Pune,R0013,Fast Food,379,30,0
ORD100462,2025-02-11T14:17:00,Kolkata,R0133,Biryani,483,29,1
ORD101949,2025-02-11T14:22:00,Pune,R0692,Italian,364,28,0
ORD123501,2025-02-11T14:23:00,Delhi,R0621,Street Food,388,33,0
ORD101584,2025-02-11T14:24:00,Mumbai,R0206,Fast Food,424,46,1
ORD107014,2025-02-11T14:28:00,Bangalore,R0155,South Indian,260,45,0
ORD129925,2025-02-11T14:31:00,Mumbai,R0325,Chinese,147,32,0
ORD149990,2025-02-11T14:32:00,Mumbai,R0610,Continental,99,49,0
ORD137637,2025-02-11T14:33:00,Mumbai,R0397,North Indian,384,26,0
ORD108783,2025-02-11T14:37:00,Hyderabad,R0256,Chinese,364,51,0
ORD117430,2025-02-11T14:37:00,Hyderabad,R0142,Chinese,342,41,0
ORD110300,2025-02-11T14:41:00,Bangalore,R0787,Fast Food,98,40,0
ORD111206,2025-02-11T14:42:00,Mumbai,R0397,Chinese,357,35,1
ORD131465,2025-02-11T14:42:00,Chennai,R0381,North Indian,251,30,0
ORD105880,2025-02-11T14:42:00,Bangalore,R0193,Street Food,144,34,0
ORD134267,2025-02-11T14:43:00,Pune,R0324,Street Food,577,36,0
ORD119155,2025-02-11T14:45:00,Chennai,R0543,Fast Food,174,43,0
ORD115958,2025-02-11T14:49:00,Delhi,R0097,North Indian,419,37,0
ORD115878,2025-02-11T14:51:00,Chennai,R0799,North Indian,391,44,0
ORD122816,2025-02-11T14:58:00,Delhi,R0612,Chinese,334,33,1
ORD137277,2025-02-11T14:58:00,Delhi,R0181,Chinese,367,19,1
ORD143810,2025-02-11T14:58:00,Hyderabad,R0136,Chinese,269,49,1
ORD109897,2025-02-11T14:59:00,Delhi,R0378,Biryani,236,76,0
ORD110772,2025-02-11T15:01:00,Bangalore,R0427,Street Food,533,58,1
ORD118701,2025-02-11T15:03:00,Delhi,R0247,Fast Food,289,35,0
ORD140676,2025-02-11T15:06:00,Kolkata,R0189,North Indian,306,47,1
ORD127006,2025-02-11T15:09:00,Bangalore,R0644,South Indian,188,58,0
ORD121900,2025-02-11T15:14:00,Bangalore,R0030,Italian,237,35,0
ORD104201,2025-02-11T15:18:00,Mumbai,R0234,Street Food,326,39,0
ORD133988,2025-02-11T15:19:00,Chennai,R0666,Biryani,207,47,0
ORD124810,2025-02-11T15:20:00,Delhi,R0264,North Indian,143,54,1
ORD100235,2025-02-11T15:24:00,Delhi,R0626,Chinese,406,45,1
ORD121813,2025-02-11T15:25:00,Mumbai,R0433,Italian,329,40,0
ORD141961,2025-02-11T15:27:00,Pune,R0322,Chinese,159,22,0
ORD138578,2025-02-11T15:27:00,Mumbai,R0410,North Indian,229,28,0
ORD142698,2025-02-11T15:27:00,Delhi,R0513,Biryani,169,37,0
ORD118791,2025-02-11T15:31:00,Kolkata,R0537,Italian,696,36,0
ORD139953,2025-02-11T15:34:00,Delhi,R0142,North Indian,202,41,1
ORD123284,2025-02-11T15:37:00,Delhi,R0216,Italian,543,43,0
ORD134762,2025-02-11T15:43:00,Delhi,R0370,Continental,117,23,0
ORD112286,2025-02-11T15:46:00,Bangalore,R0252,Desserts,273,27,0
ORD120203,2025-02-11T15:47:00,Bangalore,R0225,Italian,200,37,0
ORD132474,2025-02-11T15:49:00,Hyderabad,R0277,Desserts,331,28,0
ORD118752,2025-02-11T15:50:00,Mumbai,R0290,Fast Food,244,22,0
ORD133665,2025-02-11T15:50:00,Bangalore,R0166,Street Food,97,53,0
ORD135259,2025-02-11T15:56:00,Bangalore,R0799,Fast Food,320,33,1
ORD149028,2025-02-11T15:56:00,Bangalore,R0546,Fast Food,221,33,0
ORD129164,2025-02-11T15:57:00,Delhi,R0696,Street Food,240,41,0
ORD143178,2025-02-11T16:00:00,Hyderabad,R0041,Chinese,145,26,0
ORD127325,2025-02-11T16:03:00,Bangalore,R0230,North Indian,323,28,0
ORD110722,2025-02-11T16:05:00,Delhi,R0132,Italian,89,36,0
ORD126885,2025-02-11T16:10:00,Hyderabad,R0239,North Indian,198,38,1
ORD120268,2025-02-11T16:12:00,Chennai,R0226,North Indian,110,57,1
ORD111615,2025-02-11T16:12:00,Mumbai,R0620,Italian,182,30,1
ORD108290,2025-02-11T16:17:00,Chennai,R0722,Continental,435,27,0
ORD109572,2025-02-11T16:18:00,Bangalore,R0418,Biryani,234,31,1
ORD117241,2025-02-11T16:24:00,Bangalore,R0059,Street Food,461,36,0
ORD122028,2025-02-11T16:32:00,Delhi,R0723,Biryani,331,39,0
ORD121818,2025-02-11T16:39:00,Delhi,R0069,North Indian,161,36,1
ORD125687,2025-02-11T16:39:00,Delhi,R0593,North Indian,278,49,1
ORD103264,2025-02-11T16:43:00,Delhi,R0638,Street Food,314,36,0
ORD149743,2025-02-11T16:43:00,Delhi,R0234,Fast Food,66,27,0
ORD106616,2025-02-11T16:46:00,Delhi,R0595,North Indian,437,14,1
ORD122210,2025-02-11T16:48:00,Delhi,R0072,North Indian,383,24,0
ORD114745,2025-02-11T16:50:00,Chennai,R0703,Desserts,317,25,1
ORD125379,2025-02-11T16:59:00,Chennai,R0049,South Indian,180,31,1
ORD145275,2025-02-11T17:02:00,Bangalore,R0033,Continental,1230,35,0
ORD142919,2025-02-11T17:03:00,Pune,R0350,North Indian,264,35,0
ORD125137,2025-02-11T17:06:00,Hyderabad,R0456,North Indian,155,49,0
ORD135093,2025-02-11T17:08:00,Bangalore,R0739,Fast Food,162,39,1
ORD100411,2025-02-11T17:09:00,Mumbai,R0499,Biryani,427,45,0
ORD116890,2025-02-11T17:11:00,Pune,R0171,South Indian,282,37,0
ORD132355,2025-02-11T17:12:00,Chennai,R0203,Biryani,195,59,0
ORD120004,2025-02-11T17:12:00,Hyderabad,R0454,Desserts,308,30,0
ORD148685,2025-02-11T17:15:00,Mumbai,R0049,North Indian,589,36,0
ORD135642,2025-02-11T17:15:00,Delhi,R0354,Fast Food,105,76,0
ORD139441,2025-02-11T17:17:00,Mumbai,R0778,South Indian,401,15,0
ORD140498,2025-02-11T17:18:00,Mumbai,R0417,North Indian,518,18,0
ORD121323,2025-02-11T17:21:00,Kolkata,R0524,Fast Food,349,29,0
ORD146510,2025-02-11T17:25:00,Bangalore,R0325,Italian,425,37,0
ORD132676,2025-02-11T17:26:00,Bangalore,R0058,Italian,390,41,1
ORD108495,2025-02-11T17:30:00,Hyderabad,R0529,Italian,670,29,1
ORD128423,2025-02-11T17:30:00,Chennai,R0062,Italian,191,18,0
ORD125128,2025-02-11T17:33:00,Mumbai,R0596,Italian,173,43,0
ORD143728,2025-02-11T17:34:00,Hyderabad,R0303,North Indian,367,28,0
ORD103977,2025-02-11T17:34:00,Chennai,R0288,Chinese,90,27,0
ORD115393,2025-02-11T17:35:00,Hyderabad,R0774,Chinese,651,26,0
ORD134744,2025-02-11T17:39:00,Delhi,R0094,Fast Food,237,35,1
ORD145755,2025-02-11T17:40:00,Kolkata,R0443,Street Food,209,44,0
ORD102225,2025-02-11T17:41:00,Hyderabad,R0155,Desserts,160,38,0
ORD113946,2025-02-11T17:42:00,Chennai,R0281,South Indian,160,53,0
ORD128457,2025-02-11T17:44:00,Mumbai,R0413,Chinese,170,31,1
ORD135702,2025-02-11T17:48:00,Chennai,R0196,Chinese,134,36,0
ORD140238,2025-02-11T17:49:00,Mumbai,R0485,Fast Food,345,72,0
ORD107935,2025-02-11T17:49:00,Bangalore,R0323,Italian,342,24,0
ORD133556,2025-02-11T17:49:00,Bangalore,R0759,Biryani,145,29,1
ORD134533,2025-02-11T17:50:00,Mumbai,R0651,Continental,249,34,0
ORD105355,2025-02-11T17:52:00,Delhi,R0708,Fast Food,331,37,1
ORD133290,2025-02-11T17:52:00,Bangalore,R0709,South Indian,230,46,0
ORD110172,2025-02-11T17:54:00,Bangalore,R0058,Fast Food,137,33,1
ORD143314,2025-02-11T18:00:00,Delhi,R0585,Fast Food,306,29,0
ORD115673,2025-02-11T18:00:00,Bangalore,R0609,Continental,354,42,1
ORD115690,2025-02-11T18:01:00,Pune,R0535,Italian,159,22,0
ORD120748,2025-02-11T18:02:00,Delhi,R0547,Desserts,324,26,0
ORD136052,2025-02-11T18:04:00,Pune,R0017,Fast Food,387,29,0
ORD103096,2025-02-11T18:06:00,Delhi,R0389,Desserts,70,24,0
ORD105888,2025-02-11T18:09:00,Kolkata,R0377,Chinese,353,37,0
ORD103510,2025-02-11T18:09:00,Delhi,R0099,Chinese,362,52,0
ORD138190,2025-02-11T18:10:00,Hyderabad,R0273,South Indian,80,34,1
ORD105908,2025-02-11T18:12:00,Bangalore,R0052,Fast Food,150,23,0
ORD109907,2025-02-11T18:13:00,Delhi,R0563,North Indian,137,33,0
ORD114145,2025-02-11T18:13:00,Hyderabad,R0056,Biryani,218,56,0
ORD130017,2025-02-11T18:14:00,Mumbai,R0675,Street Food,160,60,0
ORD133362,2025-02-11T18:15:00,Mumbai,R0262,North Indian,245,34,0
ORD109578,2025-02-11T18:16:00,Hyderabad,R0674,Fast Food,369,31,0
ORD101298,2025-02-11T18:17:00,Delhi,R0065,Chinese,360,39,0
ORD103154,2025-02-11T18:18:00,Delhi,R0065,Street Food,280,37,0
ORD128091,2025-02-11T18:26:00,Mumbai,R0632,Chinese,210,45,0
ORD119006,2025-02-11T18:28:00,Pune,R0220,Chinese,205,21,0
ORD142622,2025-02-11T18:34:00,Mumbai,R0669,Chinese,131,32,1
ORD100940,2025-02-11T18:35:00,Mumbai,R0341,North Indian,211,32,0
ORD103106,2025-02-11T18:35:00,Delhi,R0646,Chinese,368,30,1
ORD116236,2025-02-11T18:35:00,Delhi,R0144,Street Food,316,69,1
ORD106913,2025-02-11T18:36:00,Mumbai,R0364,Biryani,342,46,1
ORD110158,2025-02-11T18:36:00,Bangalore,R0589,Continental,144,29,0
ORD146402,2025-02-11T18:38:00,Mumbai,R0352,South Indian,157,44,0
ORD108613,2025-02-11T18:39:00,Mumbai,R0687,Continental,251,22,0
ORD145188,2025-02-11T18:39:00,Mumbai,R0326,Biryani,261,42,0
ORD130883,2025-02-11T18:41:00,Kolkata,R0054,Continental,420,42,0
ORD123467,2025-02-11T18:42:00,Delhi,R0198,Fast Food,411,24,0
ORD140168,2025-02-11T18:43:00,Mumbai,R0264,Chinese,468,35,1
ORD105550,2025-02-11T18:45:00,Hyderabad,R0295,Italian,630,19,0
ORD126322,2025-02-11T18:45:00,Pune,R0204,Street Food,566,25,0
ORD122572,2025-02-11T18:45:00,Delhi,R0391,Italian,394,33,0
ORD134478,2025-02-11T18:45:00,Bangalore,R0523,North Indian,224,51,0
ORD111909,2025-02-11T18:50:00,Mumbai,R0239,Fast Food,206,56,0
ORD128041,2025-02-11T18:51:00,Delhi,R0759,Italian,136,45,0
ORD148351,2025-02-11T18:53:00,Hyderabad,R0279,North Indian,274,46,0
ORD102292,2025-02-11T18:54:00,Kolkata,R0430,Biryani,354,42,0
ORD125858,2025-02-11T18:55:00,Mumbai,R0337,Desserts,320,24,0
ORD113687,2025-02-11T18:55:00,Delhi,R0449,Chinese,124,36,0
ORD127477,2025-02-11T19:00:00,Hyderabad,R0052,Fast Food,149,37,0
ORD112047,2025-02-11T19:00:00,Bangalore,R0303,North Indian,212,37,1
ORD123274,2025-02-11T19:02:00,Bangalore,R0485,North Indian,148,19,0
ORD116220,2025-02-11T19:03:00,Mumbai,R0490,Fast Food,159,42,0
ORD102409,2025-02-11T19:04:00,Bangalore,R0533,Fast Food,250,30,0
ORD111763,2025-02-11T19:05:00,Mumbai,R0347,Chinese,204,24,0
ORD127170,2025-02-11T19:06:00,Mumbai,R0085,Desserts,143,32,0
ORD137557,2025-02-11T19:07:00,Hyderabad,R0434,Fast Food,167,35,0
ORD149375,2025-02-11T19:07:00,Mumbai,R0151,North Indian,226,58,0
ORD107480,2025-02-11T19:08:00,Hyderabad,R0493,Street Food,729,17,1
ORD105468,2025-02-11T19:08:00,Bangalore,R0213,Desserts,251,29,0
ORD106710,2025-02-11T19:10:00,Hyderabad,R0256,North Indian,210,39,0
ORD148157,2025-02-11T19:10:00,Mumbai,R0647,Biryani,151,28,1
ORD147800,2025-02-11T19:10:00,Delhi,R0577,Chinese,249,66,0
ORD145550,2025-02-11T19:11:00,Bangalore,R0019,South Indian,246,40,0
ORD100989,2025-02-11T19:11:00,Mumbai,R0357,Chinese,349,25,0
ORD145243,2025-02-11T19:11:00,Delhi,R0392,North Indian,355,33,0
ORD138463,2025-02-11T19:11:00,Bangalore,R0487,North Indian,188,32,0
ORD123438,2025-02-11T19:12:00,Bangalore,R0280,Fast Food,396,27,0
ORD103028,2025-02-11T19:14:00,Chennai,R0524,Continental,319,35,0
ORD145859,2025-02-11T19:14:00,Kolkata,R0087,Italian,239,38,0
ORD136454,2025-02-11T19:17:00,Pune,R0530,Biryani,228,33,0
ORD140893,2025-02-11T19:20:00,Delhi,R0288,North Indian,431,24,0
ORD149824,2025-02-11T19:21:00,Delhi,R0342,Chinese,621,41,0
ORD141362,2025-02-11T19:23:00,Mumbai,R0567,South Indian,364,37,0
ORD100343,2025-02-11T19:24:00,Chennai,R0718,Continental,404,31,0
ORD126253,2025-02-11T19:24:00,Hyderabad,R0725,Chinese,289,25,0
ORD108036,2025-02-11T19:25:00,Mumbai,R0276,Biryani,233,26,0
ORD140920,2025-02-11T19:27:00,Mumbai,R0112,North Indian,249,24,0
ORD106344,2025-02-11T19:28:00,Pune,R0126,North Indian,243,30,1
ORD100285,2025-02-11T19:28:00,Delhi,R0781,Street Food,99,41,0
ORD143883,2025-02-11T19:28:00,Mumbai,R0171,North Indian,242,26,0
ORD144875,2025-02-11T19:29:00,Delhi,R0736,South Indian,246,44,0
ORD139730,2025-02-11T19:30:00,Mumbai,R0213,Fast Food,337,48,0
ORD123402,2025-02-11T19:30:00,Pune,R0746,Italian,176,63,1
ORD146876,2025-02-11T19:32:00,Mumbai,R0093,Biryani,448,38,0
ORD107806,2025-02-11T19:34:00,Delhi,R0495,Italian,614,31,0
ORD149564,2025-02-11T19:34:00,Chennai,R0744,North Indian,195,30,0
ORD131769,2025-02-11T19:35:00,Pune,R0264,Desserts,508,51,0
ORD115957,2025-02-11T19:37:00,Kolkata,R0025,Chinese,149,39,0
ORD135764,2025-02-11T19:37:00,Mumbai,R0304,Continental,314,59,0
ORD112341,2025-02-11T19:40:00,Kolkata,R0133,Biryani,309,34,0
ORD118790,2025-02-11T19:42:00,Kolkata,R0557,Continental,260,26,1
ORD140951,2025-02-11T19:43:00,Mumbai,R0565,South Indian,155,39,1
ORD100877,2025-02-11T19:44:00,Chennai,R0644,Fast Food,336,39,0
ORD106095,2025-02-11T19:44:00,Delhi,R0267,Fast Food,251,15,0
ORD123694,2025-02-11T19:44:00,Mumbai,R0712,Biryani,396,42,1
ORD122906,2025-02-11T19:45:00,Pune,R0494,Biryani,156,34,0
ORD135895,2025-02-11T19:47:00,Delhi,R0763,Biryani,109,36,0
ORD144707,2025-02-11T19:47:00,Bangalore,R0246,Italian,93,33,0
ORD136911,2025-02-11T19:51:00,Pune,R0270,Chinese,221,22,0
ORD101263,2025-02-11T19:52:00,Bangalore,R0360,Fast Food,227,49,0
ORD115504,2025-02-11T19:53:00,Delhi,R0583,Italian,231,29,0
ORD121918,2025-02-11T19:56:00,Kolkata,R0060,Desserts,123,32,0
ORD118945,2025-02-11T19:57:00,Hyderabad,R0604,Continental,296,42,0
ORD104038,2025-02-11T19:57:00,Bangalore,R0675,Fast Food,164,55,0
ORD114110,2025-02-11T19:57:00,Kolkata,R0695,South Indian,209,31,0
ORD149519,2025-02-11T19:58:00,Mumbai,R0273,Biryani,234,23,1
ORD145016,2025-02-11T19:58:00,Kolkata,R0492,Fast Food,298,27,1
ORD123686,2025-02-11T19:59:00,Mumbai,R0799,North Indian,237,35,0
ORD100310,2025-02-11T20:01:00,Delhi,R0546,North Indian,421,30,1
ORD132486,2025-02-11T20:01:00,Bangalore,R0419,Continental,357,72,0
ORD143244,2025-02-11T20:05:00,Pune,R0757,North Indian,219,43,0
ORD125237,2025-02-11T20:06:00,Kolkata,R0759,Fast Food,247,33,1
ORD109656,2025-02-11T20:08:00,Mumbai,R0636,Biryani,277,24,0
ORD147681,2025-02-11T20:10:00,Bangalore,R0358,Street Food,312,70,1
ORD135596,2025-02-11T20:12:00,Kolkata,R0195,Biryani,314,40,0
ORD137346,2025-02-11T20:13:00,Delhi,R0206,North Indian,247,39,0
ORD131705,2025-02-11T20:13:00,Delhi,R0197,Fast Food,218,23,0
ORD133832,2025-02-11T20:14:00,Chennai,R0512,Italian,194,38,1
ORD104548,2025-02-11T20:14:00,Bangalore,R0344,North Indian,159,34,0
ORD125060,2025-02-11T20:15:00,Chennai,R0755,South Indian,144,32,0
ORD131856,2025-02-11T20:16:00,Delhi,R0206,Italian,414,49,0
ORD141146,2025-02-11T20:16:00,Bangalore,R0487,Biryani,737,34,0
ORD106814,2025-02-11T20:17:00,Chennai,R0514,Continental,249,45,0
ORD146748,2025-02-11T20:17:00,Mumbai,R0725,South Indian,329,45,0
ORD144347,2025-02-11T20:18:00,Chennai,R0796,Italian,368,29,0
ORD149107,2025-02-11T20:19:00,Bangalore,R0001,Desserts,503,28,1
ORD113290,2025-02-11T20:23:00,Delhi,R0043,Fast Food,146,49,0
ORD118930,2025-02-11T20:23:00,Bangalore,R0426,Street Food,152,27,0
ORD105481,2025-02-11T20:24:00,Hyderabad,R0405,South Indian,362,53,0
ORD123263,2025-02-11T20:25:00,Chennai,R0593,Biryani,597,38,0
ORD135866,2025-02-11T20:25:00,Delhi,R0128,South Indian,322,44,0
ORD123887,2025-02-11T20:26:00,Delhi,R0361,Desserts,334,40,0
ORD105796,2025-02-11T20:27:00,Bangalore,R0508,Biryani,159,43,0
ORD124341,2025-02-11T20:31:00,Delhi,R0162,Continental,148,46,0
ORD149889,2025-02-11T20:31:00,Chennai,R0697,South Indian,423,39,0
ORD126456,2025-02-11T20:32:00,Mumbai,R0316,Italian,213,25,0
ORD124949,2025-02-11T20:34:00,Chennai,R0342,Fast Food,175,41,0
ORD100114,2025-02-11T20:34:00,Pune,R0242,Continental,436,32,0
ORD144049,2025-02-11T20:35:00,Delhi,R0676,Biryani,193,36,0
ORD136546,2025-02-11T20:37:00,Delhi,R0328,Desserts,380,34,0
ORD117868,2025-02-11T20:37:00,Delhi,R0195,Street Food,175,55,0
ORD106254,2025-02-11T20:39:00,Delhi,R0230,South Indian,232,30,0
ORD100958,2025-02-11T20:40:00,Pune,R0493,Continental,157,46,0
ORD120992,2025-02-11T20:41:00,Hyderabad,R0241,Biryani,136,21,1
ORD145928,2025-02-11T20:42:00,Pune,R0470,Fast Food,142,27,1
ORD102465,2025-02-11T20:42:00,Pune,R0200,South Indian,127,21,0
ORD147884,2025-02-11T20:42:00,Hyderabad,R0738,North Indian,254,22,0
ORD127699,2025-02-11T20:43:00,Bangalore,R0205,North Indian,101,43,0
ORD117942,2025-02-11T20:45:00,Bangalore,R0033,Fast Food,325,57,0
ORD105719,2025-02-11T20:48:00,Chennai,R0043,North Indian,117,38,0
ORD122722,2025-02-11T20:48:00,Mumbai,R0302,Chinese,115,36,0
ORD149729,2025-02-11T20:49:00,Mumbai,R0593,Continental,339,40,1
ORD117045,2025-02-11T20:49:00,Bangalore,R0239,North Indian,509,28,1
ORD122419,2025-02-11T20:49:00,Pune,R0156,Desserts,453,48,0
ORD110139,2025-02-11T20:55:00,Mumbai,R0091,Italian,206,27,0
ORD127484,2025-02-11T20:57:00,Mumbai,R0469,Continental,183,28,0
ORD138014,2025-02-11T20:58:00,Bangalore,R0169,Chinese,204,31,0
ORD117880,2025-02-11T20:58:00,Bangalore,R0412,Fast Food,315,45,0
ORD144043,2025-02-11T21:01:00,Delhi,R0275,Chinese,192,39,1
ORD122657,2025-02-11T21:01:00,Hyderabad,R0464,Chinese,194,22,0
ORD100533,2025-02-11T21:01:00,Mumbai,R0795,Chinese,121,21,1
ORD104594,2025-02-11T21:04:00,Mumbai,R0045,Fast Food,260,54,0
ORD122828,2025-02-11T21:06:00,Bangalore,R0670,North Indian,409,49,0
ORD135372,2025-02-11T21:08:00,Bangalore,R0288,Chinese,395,47,1
ORD128812,2025-02-11T21:09:00,Bangalore,R0044,Biryani,170,27,0
ORD113217,2025-02-11T21:12:00,Bangalore,R0068,Biryani,227,46,0
ORD125522,2025-02-11T21:13:00,Kolkata,R0377,Chinese,200,36,0
ORD102596,2025-02-11T21:14:00,Hyderabad,R0524,Desserts,307,24,0
ORD137110,2025-02-11T21:17:00,Delhi,R0306,Biryani,134,23,0
ORD129860,2025-02-11T21:18:00,Mumbai,R0013,Continental,285,35,0
ORD103378,2025-02-11T21:23:00,Mumbai,R0153,Desserts,386,30,1
ORD135892,2025-02-11T21:27:00,Hyderabad,R0618,North Indian,201,48,0
ORD132499,2025-02-11T21:28:00,Delhi,R0585,Fast Food,131,36,1
ORD112394,2025-02-11T21:32:00,Chennai,R0507,Chinese,277,43,0
ORD144168,2025-02-11T21:35:00,Delhi,R0428,Street Food,588,29,0
ORD127063,2025-02-11T21:36:00,Bangalore,R0750,South Indian,377,24,1
ORD139119,2025-02-11T21:36:00,Delhi,R0773,Biryani,165,66,0
ORD117481,2025-02-11T21:37:00,Chennai,R0669,Desserts,288,22,0
ORD147129,2025-02-11T21:37:00,Pune,R0115,North Indian,288,32,0
ORD105654,2025-02-11T21:38:00,Mumbai,R0764,Italian,305,42,0
ORD118503,2025-02-11T21:38:00,Delhi,R0448,Continental,401,47,0
ORD124587,2025-02-11T21:38:00,Delhi,R0695,Italian,197,25,0
ORD116872,2025-02-11T21:41:00,Delhi,R0659,Fast Food,266,49,0
ORD115609,2025-02-11T21:46:00,Delhi,R0359,Continental,270,43,0
ORD134821,2025-02-11T21:46:00,Pune,R0713,Biryani,77,54,1
ORD103770,2025-02-11T21:47:00,Delhi,R0529,Chinese,279,41,0
ORD108365,2025-02-11T21:48:00,Delhi,R0226,Fast Food,379,42,1
ORD105185,2025-02-11T21:48:00,Delhi,R0721,Street Food,639,22,0
ORD105024,2025-02-11T21:50:00,Delhi,R0441,Desserts,500,35,0
ORD115033,2025-02-11T21:51:00,Kolkata,R0383,Street Food,246,64,0
ORD102639,2025-02-11T21:52:00,Delhi,R0726,Chinese,389,31,0
ORD101472,2025-02-11T21:55:00,Bangalore,R0278,Continental,292,46,0
ORD121945,2025-02-11T21:55:00,Delhi,R0701,Biryani,404,30,0
ORD129080,2025-02-11T21:55:00,Mumbai,R0111,Fast Food,253,33,0
ORD130872,2025-02-11T21:56:00,Bangalore,R0735,Fast Food,199,58,0
ORD147043,2025-02-11T21:57:00,Delhi,R0589,Street Food,325,31,0
ORD132375,2025-02-11T22:02:00,Kolkata,R0243,Chinese,255,37,0
ORD144204,2025-02-11T22:02:00,Hyderabad,R0204,North Indian,308,52,0
ORD104081,2025-02-11T22:03:00,Delhi,R0669,North Indian,276,39,0
ORD101530,2025-02-11T22:06:00,Kolkata,R0138,Continental,462,36,0
